
Value,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
Start Probs,0.33333333330569764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666943023,0.0,0.0,0.0,0.0,0.0,0.0,0.0

Means,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
5,0.28631543520912123,0.22129226273280347,0.0,0.16484032793316297,0.0,7.6832053586740634e-16,3.1741206139331684e-101,1.4031245908071577e-64,3.3612988830089991e-109,0.0,0.10510249070181009,0.0,1.9251842785151844e-26,0.22244948341321558,0.0,5.5271819075627821e-88,9.3806971924759763e-208,9.885832680824623e-12
6,0.05833256718011013,1.9928124192109669e-51,1.475968179787106e-311,0.094400087035310845,2.062911469289878e-231,7.7609287549088157e-155,0.27109481085611364,0.1750056162566791,9.3001349902450701e-100,0.0,0.22915812499101582,0.0,0.1153215761421731,1.0300932212715771e-143,0.0,0.056687217320502324,2.180952231346552e-10,1.1100814597474171e-125
7,0.15645721381745836,0.092176647792292704,5.8903177482818269e-289,0.3038460958948267,0.0,3.8240134083108961e-57,0.020007124164974143,0.083891016901239485,9.2083409501545144e-23,0.0,0.15867272325124976,0.0,0.043841214227267097,0.079945148309859201,0.0,2.1489996198598627e-55,0.019546417503876395,0.041616398136956244
8,0.1049995210302635,0.052483422085636618,0.0,0.26254695108011661,0.0,7.9278545282670899e-128,7.656924551894289e-83,0.10678742486125639,0.052554059040742757,7.4516439557297564e-164,0.2102164611228739,0.0,0.15938655272521335,0.051025608053896908,0.0,3.256960386692164e-157,1.7291160843725906e-207,2.4240494179667934e-101
9,0.0,0.0,0.0,0.4999174979473156,0.0,0.0,8.0340240119706036e-304,0.0,4.2631968655941599e-229,0.0,0.0,0.0,0.50008250205268434,0.0,0.0,0.0,0.0,0.0
10,0.49669373913904208,0.011281355040955066,0.0,0.091576539204400537,0.0,0.0012036398140779236,0.0024778251724665327,0.020136826317375678,0.0027730917851285408,0.0,0.31535579485099552,0.00092315696979748327,0.0027554628063196731,0.04568482293046347,0.0,7.4008683934644347e-158,0.0037139634348390266,0.0054237825341382252
11,0.0,1.570629380316369e-253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0296314315474073e-298
12,0.062320536486092468,0.22891114615352562,7.1169980003584048e-309,0.12362643435269842,1.4821969375237396e-323,2.1843850246273118e-37,0.015849132777704073,0.16310837216047608,0.047432124648782902,2.0802293427515019e-89,0.086250423780670965,0.0,0.14876829917227039,3.5408395957934737e-19,0.0,0.093250205145658543,1.291817119812632e-161,0.030483325322120662
13,0.39006554200605192,0.038163327532958181,1.0776320514897736e-290,0.12269710288196592,0.0,0.0047580813924755624,2.3503882887784321e-12,0.035333515563992453,0.012408302009721454,0.0,0.2432003750167131,0.0,6.2107383418326679e-11,0.12060327073215263,0.0,0.012143723170425037,0.0075587635167677749,0.013067996112318134
14,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.13736226092515091,5.3789945239879748e-107,0.0,0.13742434299288009,0.0,8.6683385986703944e-250,4.1766293382506395e-188,0.20280382842014383,1.1223112778926681e-182,1.9624633298766402e-318,2.1018253746142839e-208,0.0,0.28175754545110798,4.0958416793001441e-123,0.0,0.24065202221071713,7.1585927234681953e-202,2.3042005281150224e-91
16,0.37103902584450044,0.036949913786215087,0.0,0.22162959940111679,0.0,4.312716732148108e-250,2.3292222211140683e-213,0.038390195079930287,0.0738133424464021,0.0,0.1847026475105514,0.0,1.528015629620584e-196,0.036003548178888699,0.0,0.0,0.037471727752395115,4.418447760607237e-108
17,0.063590439511920629,0.11396161344829057,0.0,0.15102665282708691,9.4656154630960387e-293,2.4601883327373101e-10,1.4173419614898733e-83,0.20091133127296895,1.556640943649305e-124,0.021104849237307158,0.15975778090743223,0.0,0.053477894028640366,0.12535250727250502,0.0,8.9560485263798072e-64,4.1080679333742345e-222,0.11081693124782929
