Unnamed: 0,project,period,commit_messages,pull_request_merged,issue_comment,commit_comments,issue_title,issue_closed,pull_request_title,pull_request_commit_comment,pull_request_commit,State
984,nilearn~nilearn,20130919,6,1,9,0,1,2,0,1,4,4
998,nilearn~nilearn,20131003,1,0,3,0,1,0,1,0,1,10
999,nilearn~nilearn,20131004,1,1,0,0,0,1,0,0,0,11
1000,nilearn~nilearn,20131005,0,0,3,0,0,0,0,0,0,10
1002,nilearn~nilearn,20131007,0,0,3,0,1,0,0,0,0,10
1006,nilearn~nilearn,20131011,11,0,15,0,2,1,1,6,4,4
1009,nilearn~nilearn,20131014,6,2,7,0,2,3,2,0,3,11
1016,nilearn~nilearn,20131021,1,0,1,0,1,0,1,0,1,10
1017,nilearn~nilearn,20131022,2,1,4,0,0,1,0,0,0,11
1018,nilearn~nilearn,20131023,2,0,0,0,1,0,1,0,2,10
1019,nilearn~nilearn,20131024,1,0,0,0,0,0,0,0,2,10
1021,nilearn~nilearn,20131026,2,0,0,0,0,0,0,0,2,10
1024,nilearn~nilearn,20131029,0,0,6,0,2,0,0,0,0,10
1025,nilearn~nilearn,20131030,0,0,7,0,0,0,0,0,0,10
1026,nilearn~nilearn,20131031,7,0,7,0,1,0,1,0,6,10
1027,nilearn~nilearn,20131101,2,1,3,0,0,1,0,4,1,5
1029,nilearn~nilearn,20131103,1,0,0,0,0,0,0,0,1,10
1031,nilearn~nilearn,20131105,15,1,17,0,4,5,2,0,10,2
1032,nilearn~nilearn,20131106,2,0,17,0,0,2,0,6,2,4
1033,nilearn~nilearn,20131107,3,1,7,0,0,1,0,0,2,11
1034,nilearn~nilearn,20131108,1,0,7,0,3,1,2,0,2,11
1039,nilearn~nilearn,20131113,6,1,12,0,1,2,1,10,6,4
1040,nilearn~nilearn,20131114,6,0,0,0,1,0,1,0,5,10
1041,nilearn~nilearn,20131115,2,0,0,0,0,0,0,0,2,10
1043,nilearn~nilearn,20131117,1,0,0,0,0,0,0,0,1,10
1044,nilearn~nilearn,20131118,2,0,1,0,0,0,0,0,2,10
1045,nilearn~nilearn,20131119,6,0,9,0,1,0,1,5,6,10
1046,nilearn~nilearn,20131120,3,0,4,0,0,3,0,1,1,4
1047,nilearn~nilearn,20131121,6,0,7,0,7,1,0,0,0,4
1048,nilearn~nilearn,20131122,12,0,8,0,1,5,1,0,4,4
1051,nilearn~nilearn,20131125,0,0,0,1,0,0,0,0,0,5
1052,nilearn~nilearn,20131126,0,0,0,0,1,0,1,0,5,10
1053,nilearn~nilearn,20131127,2,0,1,0,0,0,0,8,2,10
1055,nilearn~nilearn,20131129,2,1,1,0,2,1,1,0,1,11
1056,nilearn~nilearn,20131130,0,0,3,0,0,0,0,0,0,10
1057,nilearn~nilearn,20131201,0,0,4,0,0,0,0,0,0,10
1058,nilearn~nilearn,20131202,4,0,0,0,1,0,1,0,3,10
1059,nilearn~nilearn,20131203,6,0,9,0,0,0,0,15,5,10
1060,nilearn~nilearn,20131204,3,0,1,2,0,0,0,0,3,5
1062,nilearn~nilearn,20131206,8,0,10,0,1,0,1,10,8,10
1063,nilearn~nilearn,20131207,0,0,0,0,0,0,0,1,0,10
1064,nilearn~nilearn,20131208,3,0,4,0,0,0,0,8,3,10
1065,nilearn~nilearn,20131209,1,0,3,0,0,0,0,0,1,10
1066,nilearn~nilearn,20131210,10,0,0,0,1,0,0,6,13,10
1067,nilearn~nilearn,20131211,7,1,4,0,0,2,0,1,0,4
1068,nilearn~nilearn,20131212,9,0,0,0,1,0,1,0,1,10
1069,nilearn~nilearn,20131213,12,0,6,0,2,0,1,0,1,10
1071,nilearn~nilearn,20131215,0,0,2,0,0,2,0,0,0,11
1074,nilearn~nilearn,20131218,5,1,0,0,0,1,0,0,0,11
1109,nilearn~nilearn,20140122,1,0,0,0,0,0,0,0,2,10
1111,nilearn~nilearn,20140124,2,0,2,0,2,0,1,0,1,10
1113,nilearn~nilearn,20140126,0,0,1,0,0,1,0,0,0,11
1116,nilearn~nilearn,20140129,3,0,1,0,2,0,2,2,3,10
1117,nilearn~nilearn,20140130,9,2,19,0,3,2,3,33,7,2
1118,nilearn~nilearn,20140131,6,2,12,0,2,6,0,6,6,4
1119,nilearn~nilearn,20140201,0,0,3,0,0,0,0,6,0,10
1120,nilearn~nilearn,20140202,2,0,0,0,0,0,0,7,0,10
1122,nilearn~nilearn,20140204,5,0,4,0,0,0,0,7,9,10
1124,nilearn~nilearn,20140206,1,0,0,0,0,0,0,0,2,10
1128,nilearn~nilearn,20140210,3,0,2,0,2,0,1,0,4,10
1130,nilearn~nilearn,20140212,2,0,4,0,0,0,0,13,4,10
1131,nilearn~nilearn,20140213,0,0,3,0,0,0,0,0,0,10
1132,nilearn~nilearn,20140214,4,2,8,0,0,4,0,35,0,2
1135,nilearn~nilearn,20140217,3,0,0,0,0,0,0,10,6,10
1136,nilearn~nilearn,20140218,3,0,1,0,1,0,0,5,6,10
1138,nilearn~nilearn,20140220,2,0,0,0,0,0,0,4,4,10
1140,nilearn~nilearn,20140222,0,0,1,0,0,0,0,2,0,10
1142,nilearn~nilearn,20140224,2,0,1,0,0,0,0,0,2,10
1143,nilearn~nilearn,20140225,1,0,3,0,1,0,1,0,1,10
1144,nilearn~nilearn,20140226,1,0,1,0,0,0,0,0,1,10
1151,nilearn~nilearn,20140305,3,0,7,4,0,0,0,23,3,5
1152,nilearn~nilearn,20140306,4,0,8,0,2,1,1,7,4,4
1156,nilearn~nilearn,20140310,0,0,2,0,0,0,0,8,0,10
1157,nilearn~nilearn,20140311,3,0,2,0,0,0,0,3,6,10
1158,nilearn~nilearn,20140312,1,0,3,0,0,0,0,0,2,10
1159,nilearn~nilearn,20140313,2,1,2,0,0,1,0,0,2,11
1164,nilearn~nilearn,20140318,0,0,2,0,1,0,0,0,0,10
1165,nilearn~nilearn,20140319,7,2,3,0,3,5,2,0,5,4
1166,nilearn~nilearn,20140320,2,0,4,0,0,0,0,3,2,10
1167,nilearn~nilearn,20140321,0,0,3,0,0,0,0,0,0,10
1168,nilearn~nilearn,20140322,0,0,0,0,0,0,0,4,0,10
1170,nilearn~nilearn,20140324,3,0,0,0,0,0,0,3,0,10
1171,nilearn~nilearn,20140325,1,0,6,0,0,0,0,8,1,10
1172,nilearn~nilearn,20140326,4,0,6,0,1,0,0,13,5,10
1173,nilearn~nilearn,20140327,6,0,2,0,1,0,1,14,8,10
1174,nilearn~nilearn,20140328,10,1,2,0,1,3,1,0,9,11
1176,nilearn~nilearn,20140330,0,0,0,0,0,0,0,6,0,10
1177,nilearn~nilearn,20140331,10,0,7,0,1,3,0,5,8,4
1178,nilearn~nilearn,20140401,0,0,1,0,0,1,0,4,0,5
1179,nilearn~nilearn,20140402,5,0,3,0,1,0,0,4,6,10
1181,nilearn~nilearn,20140404,1,0,4,0,1,0,1,1,4,10
1184,nilearn~nilearn,20140407,0,0,0,0,0,0,0,0,1,10
1186,nilearn~nilearn,20140409,10,0,4,0,4,0,1,1,10,10
1187,nilearn~nilearn,20140410,0,0,2,0,0,0,0,5,0,10
1188,nilearn~nilearn,20140411,4,0,12,0,1,0,1,0,4,10
1190,nilearn~nilearn,20140413,0,0,2,0,0,0,0,2,0,10
1191,nilearn~nilearn,20140414,2,0,2,0,0,0,0,1,2,10
1194,nilearn~nilearn,20140417,2,0,4,0,0,0,0,2,2,10
1195,nilearn~nilearn,20140418,1,1,4,0,0,1,0,0,0,11
1200,nilearn~nilearn,20140423,7,0,5,4,0,1,0,22,2,5
1201,nilearn~nilearn,20140424,6,0,21,0,0,0,0,5,6,4
1203,nilearn~nilearn,20140426,7,2,8,0,0,3,0,0,0,11
1205,nilearn~nilearn,20140428,7,2,5,0,3,3,2,4,4,4
1206,nilearn~nilearn,20140429,4,0,1,0,1,0,1,0,4,10
1207,nilearn~nilearn,20140430,0,0,0,0,0,0,0,0,2,10
1222,nilearn~nilearn,20140515,0,0,3,0,1,0,1,0,2,10
1223,nilearn~nilearn,20140516,4,0,1,0,0,1,0,2,4,5
1226,nilearn~nilearn,20140519,2,0,3,0,1,2,0,0,4,11
1227,nilearn~nilearn,20140520,2,0,3,0,0,0,0,10,0,10
1229,nilearn~nilearn,20140522,0,0,4,0,1,0,1,0,5,10
1233,nilearn~nilearn,20140526,0,0,0,0,0,0,0,12,0,10
1234,nilearn~nilearn,20140527,0,0,0,0,0,0,0,14,6,10
1235,nilearn~nilearn,20140528,2,0,1,0,1,0,1,0,3,10
1236,nilearn~nilearn,20140529,2,1,2,0,2,2,0,2,0,4
1237,nilearn~nilearn,20140530,0,0,0,0,0,0,0,1,0,10
1242,nilearn~nilearn,20140604,2,0,0,0,0,0,0,0,3,10
1244,nilearn~nilearn,20140606,1,0,0,0,0,0,0,0,1,10
1247,nilearn~nilearn,20140609,2,1,1,0,1,1,1,0,3,11
1249,nilearn~nilearn,20140611,0,0,0,0,4,0,0,0,0,10
1254,nilearn~nilearn,20140616,21,0,2,0,5,1,1,0,22,2
1255,nilearn~nilearn,20140617,53,2,10,0,4,3,1,1,52,6
1256,nilearn~nilearn,20140618,42,2,2,0,4,3,3,39,49,2
1257,nilearn~nilearn,20140619,2,0,7,0,0,0,0,13,4,10
1258,nilearn~nilearn,20140620,2,0,0,0,1,1,1,0,7,11
1261,nilearn~nilearn,20140623,2,1,0,0,0,1,0,0,1,11
1266,nilearn~nilearn,20140628,4,0,4,0,0,0,0,0,0,10
1269,nilearn~nilearn,20140701,9,0,13,0,2,3,0,3,0,4
1270,nilearn~nilearn,20140702,6,0,0,0,0,0,0,0,6,10
1271,nilearn~nilearn,20140703,1,0,4,0,1,0,1,8,2,10
1272,nilearn~nilearn,20140704,0,0,0,0,0,0,0,2,0,10
1275,nilearn~nilearn,20140707,0,0,0,0,0,0,0,1,0,10
1276,nilearn~nilearn,20140708,12,0,0,0,0,0,0,0,0,10
1278,nilearn~nilearn,20140710,0,0,3,0,0,0,0,3,0,10
1279,nilearn~nilearn,20140711,1,0,0,0,0,0,0,4,0,10
1283,nilearn~nilearn,20140715,1,0,1,0,1,0,1,0,1,10
1284,nilearn~nilearn,20140716,2,0,5,0,0,0,0,0,2,10
1285,nilearn~nilearn,20140717,1,1,2,0,0,1,0,0,0,11
1289,nilearn~nilearn,20140721,4,0,2,0,1,0,1,8,11,10
1290,nilearn~nilearn,20140722,0,0,0,10,0,0,0,27,0,5
1300,nilearn~nilearn,20140801,2,0,0,0,0,0,0,1,1,10
1307,nilearn~nilearn,20140808,4,0,0,0,0,0,0,1,0,10
1309,nilearn~nilearn,20140810,0,0,0,0,0,0,0,1,0,10
1321,nilearn~nilearn,20140822,0,0,0,0,0,0,0,0,1,10
1324,nilearn~nilearn,20140825,0,0,1,0,0,0,0,0,1,10
1327,nilearn~nilearn,20140828,0,0,1,0,0,0,0,7,0,10
1331,nilearn~nilearn,20140901,0,0,0,0,0,0,0,1,0,10
1338,nilearn~nilearn,20140908,15,0,3,0,1,0,0,0,3,10
1339,nilearn~nilearn,20140909,4,0,0,0,0,0,0,0,4,10
1340,nilearn~nilearn,20140910,24,1,12,0,4,3,1,5,3,2
1343,nilearn~nilearn,20140913,0,0,0,0,0,0,0,4,0,10
1344,nilearn~nilearn,20140914,4,1,5,0,1,2,0,0,4,11
1345,nilearn~nilearn,20140915,13,1,13,0,3,4,3,10,2,4
1346,nilearn~nilearn,20140916,8,0,10,0,1,4,1,6,2,4
1347,nilearn~nilearn,20140917,2,0,1,0,0,0,0,7,1,10
1348,nilearn~nilearn,20140918,2,0,0,0,0,0,0,0,1,10
1349,nilearn~nilearn,20140919,4,0,0,0,0,0,0,0,4,10
1350,nilearn~nilearn,20140920,1,1,0,0,0,1,0,0,0,11
1353,nilearn~nilearn,20140923,17,0,0,0,1,0,1,1,3,10
1355,nilearn~nilearn,20140925,3,1,0,0,0,1,0,2,0,5
1357,nilearn~nilearn,20140927,0,0,2,0,1,0,1,1,1,10
1358,nilearn~nilearn,20140928,0,0,0,0,0,1,0,0,0,11
1359,nilearn~nilearn,20140929,8,0,3,0,0,0,0,3,8,10
1361,nilearn~nilearn,20141001,33,3,4,0,3,4,3,24,8,2
1366,nilearn~nilearn,20141006,13,4,2,0,4,5,3,6,7,2
1368,nilearn~nilearn,20141008,29,1,1,0,2,4,1,24,7,2
1370,nilearn~nilearn,20141010,12,0,6,0,0,0,0,8,7,10
1371,nilearn~nilearn,20141011,3,0,1,0,1,0,1,0,4,10
1376,nilearn~nilearn,20141016,1,0,0,0,0,0,0,6,1,10
1380,nilearn~nilearn,20141020,41,1,5,0,0,2,0,118,40,6
1383,nilearn~nilearn,20141023,0,0,1,0,0,0,0,3,0,10
1387,nilearn~nilearn,20141027,4,0,9,0,1,0,1,3,6,10
1388,nilearn~nilearn,20141028,11,0,20,0,2,3,1,15,12,2
1389,nilearn~nilearn,20141029,4,1,18,0,1,2,0,3,9,4
1390,nilearn~nilearn,20141030,2,2,12,0,1,3,1,0,2,4
1391,nilearn~nilearn,20141031,2,1,10,0,1,3,0,3,2,4
1392,nilearn~nilearn,20141101,0,0,2,0,0,1,0,0,0,11
1394,nilearn~nilearn,20141103,0,0,0,0,0,0,0,12,0,10
1395,nilearn~nilearn,20141104,8,1,2,0,2,1,0,3,7,4
1396,nilearn~nilearn,20141105,1,0,13,0,0,0,0,0,1,10
1397,nilearn~nilearn,20141106,0,0,6,0,0,0,0,0,0,10
1398,nilearn~nilearn,20141107,0,0,3,0,0,1,0,0,0,11
1400,nilearn~nilearn,20141109,0,0,0,0,1,0,1,0,0,10
1401,nilearn~nilearn,20141110,2,0,0,0,0,0,0,0,2,10
1402,nilearn~nilearn,20141111,0,0,6,0,2,0,2,4,1,10
1403,nilearn~nilearn,20141112,6,1,9,0,3,3,3,1,6,4
1404,nilearn~nilearn,20141113,6,2,9,0,1,3,0,5,4,4
1406,nilearn~nilearn,20141115,2,0,1,0,0,0,0,0,2,10
1407,nilearn~nilearn,20141116,0,0,2,0,0,0,0,2,0,10
1408,nilearn~nilearn,20141117,0,0,4,0,0,0,0,0,1,10
1409,nilearn~nilearn,20141118,2,0,9,0,1,0,0,0,1,10
1411,nilearn~nilearn,20141120,11,1,13,0,3,1,1,2,12,2
1412,nilearn~nilearn,20141121,11,1,15,0,3,3,3,1,10,2
1413,nilearn~nilearn,20141122,0,0,2,0,1,0,1,0,0,10
1414,nilearn~nilearn,20141123,2,0,3,0,0,0,0,2,3,10
1415,nilearn~nilearn,20141124,6,3,48,0,3,5,2,6,4,2
1416,nilearn~nilearn,20141125,2,0,7,0,2,0,1,7,1,10
1419,nilearn~nilearn,20141128,6,0,6,0,0,0,0,6,5,10
1423,nilearn~nilearn,20141202,25,1,16,0,2,2,2,48,26,2
1425,nilearn~nilearn,20141204,11,3,10,0,1,3,0,3,8,4
1426,nilearn~nilearn,20141205,5,2,10,0,2,2,2,1,3,4
1427,nilearn~nilearn,20141206,9,0,9,0,3,0,2,5,10,4
1428,nilearn~nilearn,20141207,4,0,2,0,0,0,0,1,4,10
1429,nilearn~nilearn,20141208,10,0,2,0,1,0,1,0,8,10
1430,nilearn~nilearn,20141209,9,0,0,0,0,0,0,0,9,10
1431,nilearn~nilearn,20141210,13,2,8,0,1,3,1,1,8,4
1433,nilearn~nilearn,20141212,15,0,5,0,8,0,0,1,16,2
1436,nilearn~nilearn,20141215,11,4,9,0,2,8,2,1,5,4
1437,nilearn~nilearn,20141216,4,0,5,0,1,2,1,0,0,11
1438,nilearn~nilearn,20141217,8,1,6,0,2,1,1,0,6,11
1439,nilearn~nilearn,20141218,19,2,16,0,4,3,2,1,17,2
1440,nilearn~nilearn,20141219,5,1,12,0,2,3,0,4,0,4
1444,nilearn~nilearn,20141223,0,0,5,0,1,0,1,2,1,10
1449,nilearn~nilearn,20141228,0,0,4,0,1,1,0,0,0,11
1457,nilearn~nilearn,20150105,1,0,11,0,0,0,0,1,0,10
1458,nilearn~nilearn,20150106,7,0,13,0,2,0,1,4,4,10
1459,nilearn~nilearn,20150107,6,0,15,0,4,1,0,5,2,4
1460,nilearn~nilearn,20150108,4,1,4,0,4,3,0,0,0,11
1461,nilearn~nilearn,20150109,6,2,12,0,4,3,2,48,4,2
1463,nilearn~nilearn,20150111,2,0,8,0,2,0,1,0,2,10
1464,nilearn~nilearn,20150112,3,1,1,0,0,2,0,13,2,5
1465,nilearn~nilearn,20150113,6,0,0,8,0,2,0,4,3,5
